Country/Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,2020-04-30,1939.0,60.0,252.0
Albania,2020-03-09,2.0,0.0,0.0
Albania,2020-03-10,10.0,0.0,0.0
Albania,2020-03-11,45.0,2.0,0.0
Albania,2020-03-12,23.0,1.0,0.0
Albania,2020-03-14,38.0,1.0,0.0
Albania,2020-03-15,42.0,1.0,0.0
Albania,2020-03-16,51.0,1.0,0.0
Albania,2020-03-17,55.0,1.0,0.0
Albania,2020-03-18,59.0,2.0,0.0
Albania,2020-03-19,64.0,2.0,0.0
Albania,2020-03-20,70.0,2.0,0.0
Albania,2020-03-21,76.0,2.0,2.0
Albania,2020-03-22,89.0,2.0,2.0
Albania,2020-03-23,104.0,4.0,2.0
Albania,2020-03-24,123.0,5.0,10.0
Albania,2020-03-25,146.0,5.0,17.0
Albania,2020-03-26,174.0,6.0,17.0
Albania,2020-03-27,186.0,8.0,31.0
Albania,2020-03-28,197.0,10.0,31.0
Albania,2020-03-29,212.0,10.0,33.0
Albania,2020-03-30,223.0,11.0,44.0
Albania,2020-03-31,243.0,15.0,52.0
Albania,2020-04-01,259.0,15.0,67.0
Albania,2020-04-02,277.0,16.0,76.0
Albania,2020-04-03,304.0,17.0,89.0
Albania,2020-04-04,333.0,20.0,99.0
Albania,2020-04-05,361.0,20.0,104.0
Albania,2020-04-06,377.0,21.0,116.0
Albania,2020-04-07,383.0,22.0,131.0
Albania,2020-04-08,400.0,22.0,154.0
Albania,2020-04-09,409.0,23.0,165.0
Albania,2020-04-10,416.0,23.0,182.0
Albania,2020-04-11,433.0,23.0,197.0
Albania,2020-04-12,446.0,23.0,217.0
Albania,2020-04-13,467.0,23.0,232.0
Albania,2020-04-14,475.0,24.0,248.0
Albania,2020-04-15,494.0,25.0,251.0
Albania,2020-04-16,518.0,26.0,277.0
Albania,2020-04-17,539.0,26.0,283.0
Albania,2020-04-18,548.0,26.0,302.0
Albania,2020-04-19,562.0,26.0,314.0
Albania,2020-04-20,584.0,26.0,327.0
Albania,2020-04-21,609.0,26.0,345.0
Albania,2020-04-22,634.0,27.0,356.0
Albania,2020-04-24,663.0,27.0,385.0
Albania,2020-04-25,678.0,27.0,394.0
Albania,2020-04-26,712.0,27.0,403.0
Albania,2020-04-27,726.0,28.0,410.0
Albania,2020-04-28,736.0,28.0,422.0
Albania,2020-04-29,750.0,30.0,431.0
Albania,2020-04-30,766.0,30.0,455.0
Algeria,2020-02-25,6.0,0.0,0.0
Algeria,2020-03-02,3.0,0.0,0.0
Algeria,2020-03-03,5.0,0.0,0.0
Algeria,2020-03-04,24.0,0.0,0.0
Algeria,2020-03-06,34.0,0.0,0.0
Algeria,2020-03-08,19.0,0.0,0.0
Algeria,2020-03-09,60.0,0.0,0.0
Algeria,2020-03-11,26.0,2.0,8.0
Algeria,2020-03-12,24.0,1.0,8.0
Algeria,2020-03-14,37.0,3.0,12.0
Algeria,2020-03-15,48.0,4.0,12.0
Algeria,2020-03-16,54.0,4.0,12.0
Algeria,2020-03-17,60.0,4.0,12.0
Algeria,2020-03-18,74.0,7.0,12.0
Algeria,2020-03-19,87.0,9.0,32.0
Algeria,2020-03-20,90.0,11.0,32.0
Algeria,2020-03-21,139.0,15.0,32.0
Algeria,2020-03-22,201.0,17.0,65.0
Algeria,2020-03-23,230.0,17.0,65.0
Algeria,2020-03-24,264.0,19.0,24.0
Algeria,2020-03-25,302.0,21.0,65.0
Algeria,2020-03-26,367.0,25.0,29.0
Algeria,2020-03-27,409.0,26.0,29.0
Algeria,2020-03-28,454.0,29.0,31.0
Algeria,2020-03-29,511.0,31.0,31.0
Algeria,2020-03-30,584.0,35.0,37.0
Algeria,2020-03-31,716.0,44.0,46.0
Algeria,2020-04-01,847.0,58.0,61.0
Algeria,2020-04-02,986.0,86.0,61.0
Algeria,2020-04-03,1171.0,105.0,62.0
Algeria,2020-04-04,1251.0,130.0,90.0
Algeria,2020-04-05,1320.0,152.0,90.0
Algeria,2020-04-06,1423.0,173.0,90.0
Algeria,2020-04-07,1468.0,193.0,113.0
Algeria,2020-04-08,1572.0,205.0,237.0
Algeria,2020-04-09,1666.0,235.0,347.0
Algeria,2020-04-10,1761.0,256.0,405.0
Algeria,2020-04-11,1825.0,275.0,460.0
Algeria,2020-04-12,1914.0,293.0,591.0
Algeria,2020-04-13,1983.0,313.0,601.0
Algeria,2020-04-14,2070.0,326.0,691.0
Algeria,2020-04-15,2160.0,336.0,708.0
Algeria,2020-04-16,2268.0,348.0,783.0
Algeria,2020-04-17,2418.0,364.0,846.0
Algeria,2020-04-18,2534.0,367.0,894.0
Algeria,2020-04-19,2629.0,375.0,1047.0
Algeria,2020-04-20,2718.0,384.0,1099.0
Algeria,2020-04-21,2811.0,392.0,1152.0
Algeria,2020-04-22,2910.0,402.0,1204.0
Algeria,2020-04-24,3007.0,407.0,1355.0
Algeria,2020-04-25,3127.0,415.0,1408.0
Algeria,2020-04-26,3256.0,419.0,1479.0
Algeria,2020-04-27,3382.0,425.0,1508.0
Algeria,2020-04-28,3517.0,432.0,1558.0
Algeria,2020-04-29,3649.0,437.0,1651.0
Algeria,2020-04-30,3848.0,444.0,1702.0
Andorra,2020-03-02,10.0,0.0,0.0
Andorra,2020-03-11,1.0,0.0,0.0
Andorra,2020-03-12,1.0,0.0,1.0
Andorra,2020-03-13,2.0,0.0,2.0
Andorra,2020-03-16,2.0,0.0,1.0
Andorra,2020-03-17,78.0,0.0,2.0
Andorra,2020-03-19,53.0,0.0,1.0
Andorra,2020-03-20,75.0,0.0,1.0
Andorra,2020-03-21,88.0,0.0,1.0
Andorra,2020-03-22,113.0,1.0,1.0
Andorra,2020-03-23,133.0,1.0,1.0
Andorra,2020-03-24,164.0,1.0,1.0
Andorra,2020-03-25,188.0,1.0,1.0
Andorra,2020-03-26,224.0,3.0,1.0
Andorra,2020-03-27,267.0,3.0,1.0
Andorra,2020-03-28,308.0,3.0,1.0
Andorra,2020-03-29,334.0,6.0,1.0
Andorra,2020-03-30,370.0,8.0,10.0
Andorra,2020-03-31,376.0,12.0,10.0
Andorra,2020-04-01,390.0,14.0,10.0
Andorra,2020-04-02,428.0,15.0,10.0
Andorra,2020-04-03,439.0,16.0,16.0
Andorra,2020-04-04,466.0,17.0,21.0
Andorra,2020-04-05,501.0,18.0,26.0
Andorra,2020-04-06,525.0,21.0,31.0
Andorra,2020-04-07,545.0,22.0,39.0
Andorra,2020-04-08,564.0,23.0,52.0
Andorra,2020-04-09,583.0,25.0,58.0
Andorra,2020-04-10,601.0,26.0,71.0
Andorra,2020-04-11,601.0,26.0,71.0
Andorra,2020-04-12,638.0,29.0,128.0
Andorra,2020-04-13,646.0,29.0,128.0
Andorra,2020-04-14,659.0,31.0,128.0
Andorra,2020-04-15,673.0,33.0,169.0
Andorra,2020-04-16,673.0,33.0,169.0
Andorra,2020-04-17,696.0,35.0,191.0
Andorra,2020-04-18,704.0,35.0,205.0
Andorra,2020-04-19,713.0,36.0,235.0
Andorra,2020-04-20,717.0,37.0,248.0
Andorra,2020-04-21,717.0,37.0,282.0
Andorra,2020-04-22,723.0,37.0,309.0
Andorra,2020-04-24,723.0,37.0,333.0
Andorra,2020-04-25,731.0,40.0,344.0
Andorra,2020-04-26,738.0,40.0,344.0
Andorra,2020-04-27,738.0,40.0,344.0
Andorra,2020-04-28,743.0,40.0,385.0
Andorra,2020-04-29,743.0,41.0,398.0
Andorra,2020-04-30,743.0,42.0,423.0
Angola,2020-03-20,1.0,0.0,0.0
Angola,2020-03-21,2.0,0.0,0.0
Angola,2020-03-22,2.0,0.0,0.0
Angola,2020-03-23,3.0,0.0,0.0
Angola,2020-03-24,3.0,0.0,0.0
Angola,2020-03-25,3.0,0.0,0.0
Angola,2020-03-26,4.0,0.0,0.0
Angola,2020-03-27,4.0,0.0,0.0
Angola,2020-03-28,5.0,0.0,0.0
Angola,2020-03-29,7.0,2.0,0.0
Angola,2020-03-30,7.0,2.0,0.0
Angola,2020-03-31,7.0,2.0,1.0
Angola,2020-04-01,8.0,2.0,1.0
Angola,2020-04-02,8.0,2.0,1.0
Angola,2020-04-03,8.0,2.0,1.0
Angola,2020-04-04,10.0,2.0,2.0
Angola,2020-04-05,14.0,2.0,2.0
Angola,2020-04-06,16.0,2.0,2.0
Angola,2020-04-07,17.0,2.0,2.0
Angola,2020-04-08,19.0,2.0,2.0
Angola,2020-04-09,19.0,2.0,2.0
Angola,2020-04-10,19.0,2.0,2.0
Angola,2020-04-11,19.0,2.0,4.0
Angola,2020-04-12,19.0,2.0,4.0
Angola,2020-04-13,19.0,2.0,4.0
Angola,2020-04-14,19.0,2.0,5.0
Angola,2020-04-15,19.0,2.0,5.0
Angola,2020-04-16,19.0,2.0,5.0
Angola,2020-04-17,19.0,2.0,5.0
Angola,2020-04-18,24.0,2.0,6.0
Angola,2020-04-19,24.0,2.0,6.0
Angola,2020-04-20,24.0,2.0,6.0
Angola,2020-04-21,24.0,2.0,6.0
Angola,2020-04-22,25.0,2.0,6.0
Angola,2020-04-24,25.0,2.0,6.0
Angola,2020-04-25,25.0,2.0,6.0
Angola,2020-04-26,25.0,2.0,6.0
Angola,2020-04-27,26.0,2.0,6.0
Angola,2020-04-28,27.0,2.0,6.0
Angola,2020-04-29,27.0,2.0,6.0
Angola,2020-04-30,27.0,2.0,7.0
Antigua and Barbuda,2020-03-11,1.0,0.0,0.0
Antigua and Barbuda,2020-03-13,1.0,0.0,0.0
Antigua and Barbuda,2020-03-15,7.0,0.0,0.0
Antigua and Barbuda,2020-03-22,1.0,0.0,0.0
Antigua and Barbuda,2020-03-23,3.0,0.0,0.0
Antigua and Barbuda,2020-03-24,3.0,0.0,0.0
Antigua and Barbuda,2020-03-25,3.0,0.0,0.0
Antigua and Barbuda,2020-03-26,7.0,0.0,0.0
Antigua and Barbuda,2020-03-27,7.0,0.0,0.0
Antigua and Barbuda,2020-03-28,7.0,0.0,0.0
Antigua and Barbuda,2020-03-29,7.0,0.0,0.0
Antigua and Barbuda,2020-03-30,7.0,0.0,0.0
Antigua and Barbuda,2020-03-31,7.0,0.0,0.0
Antigua and Barbuda,2020-04-01,7.0,0.0,0.0
Antigua and Barbuda,2020-04-02,9.0,0.0,0.0
Antigua and Barbuda,2020-04-03,15.0,0.0,0.0
Antigua and Barbuda,2020-04-04,15.0,0.0,0.0
Antigua and Barbuda,2020-04-05,15.0,0.0,0.0
Antigua and Barbuda,2020-04-06,15.0,0.0,0.0
Antigua and Barbuda,2020-04-07,19.0,1.0,0.0
Antigua and Barbuda,2020-04-08,19.0,2.0,0.0
Antigua and Barbuda,2020-04-09,19.0,2.0,0.0
Antigua and Barbuda,2020-04-10,19.0,2.0,0.0
Antigua and Barbuda,2020-04-11,21.0,2.0,0.0
Antigua and Barbuda,2020-04-12,21.0,2.0,0.0
Antigua and Barbuda,2020-04-13,23.0,2.0,0.0
Antigua and Barbuda,2020-04-14,23.0,2.0,3.0
Antigua and Barbuda,2020-04-15,23.0,2.0,3.0
Antigua and Barbuda,2020-04-16,23.0,3.0,3.0
Antigua and Barbuda,2020-04-17,23.0,3.0,3.0
Antigua and Barbuda,2020-04-18,23.0,3.0,3.0
Antigua and Barbuda,2020-04-19,23.0,3.0,3.0
Antigua and Barbuda,2020-04-20,23.0,3.0,3.0
Antigua and Barbuda,2020-04-21,23.0,3.0,7.0
Antigua and Barbuda,2020-04-22,24.0,3.0,10.0
Antigua and Barbuda,2020-04-24,24.0,3.0,10.0
Antigua and Barbuda,2020-04-25,24.0,3.0,11.0
Antigua and Barbuda,2020-04-26,24.0,3.0,11.0
Antigua and Barbuda,2020-04-27,24.0,3.0,11.0
Antigua and Barbuda,2020-04-28,24.0,3.0,11.0
Antigua and Barbuda,2020-04-29,24.0,3.0,11.0
Antigua and Barbuda,2020-04-30,24.0,3.0,11.0
Argentina,2020-03-03,1.0,0.0,0.0
Argentina,2020-03-04,2.0,0.0,0.0
Argentina,2020-03-06,2.0,0.0,0.0
Argentina,2020-03-07,8.0,0.0,0.0
Argentina,2020-03-08,24.0,2.0,0.0
Argentina,2020-03-10,17.0,1.0,0.0
Argentina,2020-03-11,69.0,4.0,0.0
Argentina,2020-03-14,34.0,2.0,1.0
Argentina,2020-03-15,45.0,2.0,1.0
Argentina,2020-03-16,56.0,2.0,1.0
Argentina,2020-03-17,68.0,2.0,3.0
Argentina,2020-03-18,79.0,2.0,3.0
Argentina,2020-03-19,97.0,3.0,3.0
Argentina,2020-03-20,128.0,3.0,3.0
Argentina,2020-03-21,158.0,4.0,3.0
Argentina,2020-03-22,266.0,4.0,27.0
Argentina,2020-03-23,266.0,4.0,27.0
Argentina,2020-03-24,387.0,6.0,52.0
Argentina,2020-03-25,387.0,8.0,52.0
Argentina,2020-03-26,502.0,9.0,63.0
Argentina,2020-03-27,589.0,13.0,72.0
Argentina,2020-03-28,690.0,18.0,72.0
Argentina,2020-03-29,745.0,19.0,72.0
Argentina,2020-03-30,820.0,23.0,228.0
Argentina,2020-03-31,1054.0,27.0,240.0
Argentina,2020-04-01,1054.0,28.0,248.0
Argentina,2020-04-02,1133.0,36.0,256.0
Argentina,2020-04-03,1265.0,39.0,266.0
Argentina,2020-04-04,1451.0,43.0,279.0
Argentina,2020-04-05,1451.0,44.0,280.0
Argentina,2020-04-06,1554.0,48.0,325.0
Argentina,2020-04-07,1628.0,56.0,338.0
Argentina,2020-04-08,1715.0,63.0,358.0
Argentina,2020-04-09,1795.0,72.0,365.0
Argentina,2020-04-10,1975.0,82.0,375.0
Argentina,2020-04-11,1975.0,83.0,440.0
Argentina,2020-04-12,2142.0,90.0,468.0
Argentina,2020-04-13,2208.0,97.0,515.0
Argentina,2020-04-14,2277.0,102.0,559.0
Argentina,2020-04-15,2443.0,111.0,596.0
Argentina,2020-04-16,2571.0,115.0,631.0
Argentina,2020-04-17,2669.0,123.0,666.0
Argentina,2020-04-18,2758.0,129.0,685.0
Argentina,2020-04-19,2839.0,132.0,709.0
Argentina,2020-04-20,2941.0,136.0,737.0
Argentina,2020-04-21,3031.0,147.0,840.0
Argentina,2020-04-22,3144.0,152.0,872.0
Argentina,2020-04-24,3435.0,165.0,919.0
Argentina,2020-04-25,3607.0,176.0,976.0
Argentina,2020-04-26,3780.0,185.0,1030.0
Argentina,2020-04-27,3892.0,192.0,1107.0
Argentina,2020-04-28,4003.0,197.0,1140.0
Argentina,2020-04-29,4127.0,207.0,1162.0
Argentina,2020-04-30,4285.0,214.0,1192.0
Armenia,2020-03-01,11.0,0.0,0.0
Armenia,2020-03-11,8.0,0.0,0.0
Armenia,2020-03-12,4.0,0.0,0.0
Armenia,2020-03-14,18.0,0.0,0.0
Armenia,2020-03-15,26.0,0.0,0.0
Armenia,2020-03-16,52.0,0.0,0.0
Armenia,2020-03-17,78.0,0.0,1.0
Armenia,2020-03-18,84.0,0.0,1.0
Armenia,2020-03-19,115.0,0.0,1.0
Armenia,2020-03-20,136.0,0.0,1.0
Armenia,2020-03-21,160.0,0.0,1.0
Armenia,2020-03-22,194.0,0.0,2.0
Armenia,2020-03-23,235.0,0.0,2.0
Armenia,2020-03-24,249.0,0.0,14.0
Armenia,2020-03-25,265.0,0.0,16.0
Armenia,2020-03-26,290.0,1.0,18.0
Armenia,2020-03-27,329.0,1.0,28.0
Armenia,2020-03-28,407.0,1.0,30.0
Armenia,2020-03-29,424.0,3.0,30.0
Armenia,2020-03-30,482.0,3.0,30.0
Armenia,2020-03-31,532.0,3.0,30.0
Armenia,2020-04-01,571.0,4.0,31.0
Armenia,2020-04-02,663.0,7.0,33.0
Armenia,2020-04-03,736.0,7.0,43.0
Armenia,2020-04-04,770.0,7.0,43.0
Armenia,2020-04-05,822.0,7.0,57.0
Armenia,2020-04-06,833.0,8.0,62.0
Armenia,2020-04-07,853.0,8.0,87.0
Armenia,2020-04-08,881.0,9.0,114.0
Armenia,2020-04-09,921.0,10.0,138.0
Armenia,2020-04-10,937.0,12.0,149.0
Armenia,2020-04-11,967.0,13.0,173.0
Armenia,2020-04-12,1013.0,13.0,197.0
Armenia,2020-04-13,1039.0,14.0,211.0
Armenia,2020-04-14,1067.0,16.0,265.0
Armenia,2020-04-15,1111.0,17.0,297.0
Armenia,2020-04-16,1159.0,18.0,358.0
Armenia,2020-04-17,1201.0,19.0,402.0
Armenia,2020-04-18,1248.0,20.0,523.0
Armenia,2020-04-19,1291.0,20.0,545.0
Armenia,2020-04-20,1339.0,22.0,580.0
Armenia,2020-04-21,1401.0,24.0,609.0
Armenia,2020-04-22,1473.0,24.0,633.0
Armenia,2020-04-24,1523.0,24.0,659.0
Armenia,2020-04-25,1596.0,27.0,728.0
Armenia,2020-04-26,1677.0,28.0,803.0
Armenia,2020-04-27,1746.0,28.0,833.0
Armenia,2020-04-28,1808.0,29.0,848.0
Armenia,2020-04-29,1867.0,30.0,866.0
Armenia,2020-04-30,1932.0,30.0,900.0
Aruba,2020-03-11,2.0,0.0,0.0
Aruba,2020-03-13,6.0,0.0,0.0
Aruba,2020-03-17,3.0,0.0,0.0
Aruba,2020-03-18,8.0,0.0,0.0
Australia,2020-01-23,0.0,0.0,0.0
Australia,2020-01-25,4.0,0.0,0.0
Australia,2020-01-26,4.0,0.0,0.0
Australia,2020-01-27,5.0,0.0,0.0
Australia,2020-01-28,5.0,0.0,0.0
Australia,2020-01-29,5.0,0.0,0.0
Australia,2020-01-30,9.0,0.0,2.0
Australia,2020-01-31,9.0,0.0,2.0
Australia,2020-02-01,72.0,0.0,10.0
Australia,2020-02-02,34.0,0.0,0.0
Australia,2020-02-04,6.0,0.0,0.0
Australia,2020-02-06,32.0,0.0,14.0
Australia,2020-02-07,10.0,0.0,0.0
Australia,2020-02-09,60.0,0.0,0.0
Australia,2020-02-13,132.0,0.0,132.0
Australia,2020-02-17,24.0,0.0,24.0
Australia,2020-02-21,44.0,0.0,8.0
Australia,2020-02-22,35.0,0.0,0.0
Australia,2020-02-27,16.0,0.0,0.0
Australia,2020-02-29,55.0,0.0,19.0
Australia,2020-03-01,20.0,4.0,8.0
Australia,2020-03-02,24.0,0.0,8.0
Australia,2020-03-03,35.0,0.0,6.0
Australia,2020-03-04,66.0,2.0,16.0
Australia,2020-03-05,71.0,4.0,38.0
Australia,2020-03-06,61.0,1.0,14.0
Australia,2020-03-07,50.0,1.0,18.0
Australia,2020-03-08,74.0,3.0,20.0
Australia,2020-03-09,67.0,4.0,11.0
Australia,2020-03-10,100.0,3.0,19.0
Australia,2020-03-11,454.0,9.0,65.0
Australia,2020-03-14,273.0,4.0,23.0
Australia,2020-03-15,278.0,2.0,23.0
Australia,2020-03-16,414.0,3.0,26.0
Australia,2020-03-17,413.0,5.0,20.0
Australia,2020-03-18,809.0,6.0,39.0
Australia,2020-03-19,569.0,6.0,21.0
Australia,2020-03-20,663.0,7.0,15.0
Australia,2020-03-21,1068.0,7.0,26.0
Australia,2020-03-22,1490.0,7.0,92.0
Australia,2020-03-23,1682.0,7.0,119.0
Australia,2020-03-24,2044.0,8.0,119.0
Australia,2020-03-25,2364.0,8.0,119.0
Australia,2020-03-26,2810.0,13.0,172.0
Australia,2020-03-27,3143.0,13.0,194.0
Australia,2020-03-28,3640.0,14.0,244.0
Australia,2020-03-29,3984.0,16.0,244.0
Australia,2020-03-30,4361.0,17.0,257.0
Australia,2020-03-31,4559.0,18.0,358.0
Australia,2020-04-01,4862.0,20.0,422.0
Australia,2020-04-02,5116.0,24.0,520.0
Australia,2020-04-03,5330.0,28.0,649.0
Australia,2020-04-04,5550.0,30.0,701.0
Australia,2020-04-05,5687.0,35.0,757.0
Australia,2020-04-06,5797.0,40.0,1080.0
Australia,2020-04-07,5895.0,45.0,1080.0
Australia,2020-04-08,6010.0,50.0,1080.0
Australia,2020-04-09,6108.0,51.0,1472.0
Australia,2020-04-10,6215.0,54.0,1793.0
Australia,2020-04-11,6303.0,57.0,1806.0
Australia,2020-04-12,6315.0,60.0,1806.0
Australia,2020-04-13,6351.0,61.0,1806.0
Australia,2020-04-14,6415.0,62.0,2186.0
Australia,2020-04-15,6440.0,63.0,2186.0
Australia,2020-04-16,6462.0,63.0,2355.0
Australia,2020-04-17,6522.0,66.0,3808.0
Australia,2020-04-18,6547.0,67.0,4124.0
Australia,2020-04-19,6547.0,67.0,4124.0
Australia,2020-04-20,6547.0,67.0,4124.0
Australia,2020-04-21,6547.0,67.0,4124.0
Australia,2020-04-22,6547.0,67.0,4124.0
Australia,2020-04-24,6661.0,75.0,4124.0
Australia,2020-04-25,6677.0,79.0,4124.0
Australia,2020-04-26,6694.0,80.0,4223.0
Australia,2020-04-27,6714.0,83.0,5541.0
Australia,2020-04-28,6721.0,83.0,5588.0
Australia,2020-04-29,6744.0,89.0,5665.0
Australia,2020-04-30,6752.0,91.0,5715.0
Austria,2020-02-25,2.0,0.0,0.0
Austria,2020-02-26,2.0,0.0,0.0
Austria,2020-02-27,6.0,0.0,0.0
Austria,2020-02-29,9.0,0.0,0.0
Austria,2020-03-01,14.0,0.0,0.0
Austria,2020-03-02,18.0,0.0,0.0
Austria,2020-03-03,21.0,0.0,0.0
Austria,2020-03-04,29.0,0.0,0.0
Austria,2020-03-05,41.0,0.0,0.0
Austria,2020-03-06,55.0,0.0,0.0
Austria,2020-03-07,79.0,0.0,0.0
Austria,2020-03-08,104.0,0.0,0.0
Austria,2020-03-09,131.0,0.0,2.0
Austria,2020-03-10,182.0,0.0,4.0
Austria,2020-03-11,750.0,1.0,10.0
Austria,2020-03-12,302.0,1.0,4.0
Austria,2020-03-14,655.0,1.0,6.0
Austria,2020-03-15,860.0,1.0,6.0
Austria,2020-03-16,1018.0,3.0,6.0
Austria,2020-03-17,1332.0,3.0,1.0
Austria,2020-03-18,1646.0,4.0,9.0
Austria,2020-03-19,2013.0,6.0,9.0
Austria,2020-03-20,2388.0,6.0,9.0
Austria,2020-03-21,2814.0,8.0,9.0
Austria,2020-03-22,3580.0,16.0,9.0
Austria,2020-03-23,4474.0,21.0,9.0
Austria,2020-03-24,5283.0,28.0,9.0
Austria,2020-03-25,5588.0,30.0,9.0
Austria,2020-03-26,6909.0,49.0,112.0
Austria,2020-03-27,7657.0,58.0,225.0
Austria,2020-03-28,8271.0,68.0,225.0
Austria,2020-03-29,8788.0,86.0,479.0
Austria,2020-03-30,9618.0,108.0,636.0
Austria,2020-03-31,10180.0,128.0,1095.0
Austria,2020-04-01,10711.0,146.0,1436.0
Austria,2020-04-02,11129.0,158.0,1749.0
Austria,2020-04-03,11524.0,168.0,2022.0
Austria,2020-04-04,11781.0,186.0,2507.0
Austria,2020-04-05,12051.0,204.0,2998.0
Austria,2020-04-06,12297.0,220.0,3463.0
Austria,2020-04-07,12639.0,243.0,4046.0
Austria,2020-04-08,12942.0,273.0,4512.0
Austria,2020-04-09,13244.0,295.0,5240.0
Austria,2020-04-10,13555.0,319.0,6064.0
Austria,2020-04-11,13806.0,337.0,6604.0
Austria,2020-04-12,13945.0,350.0,6987.0
Austria,2020-04-13,14041.0,368.0,7343.0
Austria,2020-04-14,14226.0,384.0,7633.0
Austria,2020-04-15,14336.0,393.0,8098.0
Austria,2020-04-16,14476.0,410.0,8986.0
Austria,2020-04-17,14595.0,431.0,9704.0
Austria,2020-04-18,14671.0,443.0,10214.0
Austria,2020-04-19,14749.0,452.0,10501.0
Austria,2020-04-20,14795.0,470.0,10631.0
Austria,2020-04-21,14873.0,491.0,10971.0
Austria,2020-04-22,14925.0,510.0,11328.0
Austria,2020-04-24,15002.0,522.0,11694.0
Austria,2020-04-25,15071.0,530.0,11872.0
Austria,2020-04-26,15148.0,536.0,12103.0
Austria,2020-04-27,15225.0,542.0,12282.0
Austria,2020-04-28,15274.0,549.0,12362.0
Austria,2020-04-29,15357.0,569.0,12580.0
Austria,2020-04-30,15402.0,580.0,12779.0
Azerbaijan,2020-03-01,12.0,0.0,0.0
Azerbaijan,2020-03-05,12.0,0.0,0.0
Azerbaijan,2020-03-07,27.0,0.0,0.0
Azerbaijan,2020-03-10,11.0,0.0,0.0
Azerbaijan,2020-03-11,37.0,1.0,9.0
Azerbaijan,2020-03-13,38.0,2.0,9.0
Azerbaijan,2020-03-16,15.0,1.0,6.0
Azerbaijan,2020-03-17,56.0,2.0,12.0
Azerbaijan,2020-03-19,88.0,2.0,12.0
Azerbaijan,2020-03-21,53.0,1.0,11.0
Azerbaijan,2020-03-22,65.0,1.0,11.0
Azerbaijan,2020-03-23,72.0,1.0,10.0
Azerbaijan,2020-03-24,87.0,1.0,10.0
Azerbaijan,2020-03-25,93.0,2.0,10.0
Azerbaijan,2020-03-26,122.0,3.0,15.0
Azerbaijan,2020-03-27,165.0,3.0,15.0
Azerbaijan,2020-03-28,182.0,4.0,15.0
Azerbaijan,2020-03-29,209.0,4.0,15.0
Azerbaijan,2020-03-30,273.0,4.0,26.0
Azerbaijan,2020-03-31,298.0,5.0,26.0
Azerbaijan,2020-04-01,359.0,5.0,26.0
Azerbaijan,2020-04-02,400.0,5.0,26.0
Azerbaijan,2020-04-03,443.0,5.0,32.0
Azerbaijan,2020-04-04,521.0,5.0,32.0
Azerbaijan,2020-04-05,584.0,7.0,32.0
Azerbaijan,2020-04-06,641.0,7.0,44.0
